"Realized Gain/Loss - Lot Details for All_Accounts as of Sat Mar 14  23:31:15 EDT 2026 from 01/01/2024 to 03/14/2026","","","","","","","","","","","","","","","","","","","","","","","",""
"Trading Book ...005","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Name","Closed Date","Opened Date","Quantity","Proceeds Per Share","Cost Per Share","Proceeds","Cost Basis (CB)","Gain/Loss ($)","Gain/Loss (%)","Long Term Gain/Loss","Short Term Gain/Loss","Term","Unadjusted Cost Basis","Wash Sale?","Disallowed Loss","Transaction Closed Date","Transaction Cost Basis","Total Transaction Gain/Loss ($)","Total Transaction Gain/Loss (%)","LT Transaction Gain/Loss ($)","LT Transaction Gain/Loss (%)","ST Transaction Gain/Loss ($)","ST Transaction Gain/Loss (%)"
"AMD","ADVANCED MICRO DEVIC","10/15/2025","10/09/2025","25","$233.80","$225.22","$5,845.12","$5,630.41","$214.71","3.813399024227%","","$214.71","Short Term","$5,630.41","No","","10/15/2025","$11,105.40","$584.84","5.266266861167%","","","$584.84","5.26626686116664%"
"AMD","ADVANCED MICRO DEVIC","10/15/2025","10/06/2025","25","$233.80","$222.24","$5,845.12","$5,555.90","$289.22","5.20563725049%","","$289.22","Short Term","$5,555.90","No","","10/15/2025","$11,105.40","$584.84","5.266266861167%","","","$584.84","5.26626686116664%"
"OKLO","OKLO INC A","10/15/2025","10/13/2025","50","$170.81","$172.28","$8,540.49","$8,614.00","$0.00","0%","","$0.00","Short Term","$8,614.00","Yes","$73.51","10/15/2025","","","","","","",""
"OKLO","OKLO INC A","10/15/2025","10/13/2025","20","$164.49","$159.75","$3,289.83","$3,195.07","$94.76","2.965819215228%","","$94.76","Short Term","$3,195.07","No","","10/15/2025","$5,378.45","$1,036.72","19.275441809443%","","","$1,036.72","19.27544180944324%"
"OKLO","OKLO INC A","10/15/2025","09/19/2025","19","$164.49","$118.21","$3,125.34","$2,246.07","$879.27","39.147043502651%","","$879.27","Short Term","$2,246.07","No","","10/15/2025","$5,378.45","$1,036.72","19.275441809443%","","","$1,036.72","19.27544180944324%"
"RGTI","RIGETTI COMPUTING IN","10/15/2025","10/15/2025","50","$54.34","$58.13","$2,716.99","$2,906.41","$0.00","0%","","$0.00","Short Term","$2,906.41","Yes","$189.42","10/15/2025","$5,447.00","-$13.02","-0.239030659078%","","","-$13.02","-0.23903065907839144%"
"RGTI","RIGETTI COMPUTING IN","10/15/2025","10/13/2025","50","$54.34","$51.59","$2,716.99","$2,579.41","$137.58","5.333777879438%","","$137.58","Short Term","$2,579.41","No","","10/15/2025","$5,447.00","-$13.02","-0.239030659078%","","","-$13.02","-0.23903065907839144%"
"RGTI","RIGETTI COMPUTING IN","10/14/2025","10/13/2025","50","$54.46","$53.34","$2,722.99","$2,666.91","$56.08","2.102808118759%","","$56.08","Short Term","$2,666.91","No","","10/14/2025","$2,647.50","$75.49","2.851369216242%","","","$75.49","2.851369216241737%"
"AMD","ADVANCED MICRO DEVIC","10/10/2025","10/06/2025","25","$219.00","$222.24","$5,475.00","$5,555.91","$0.00","0%","","$0.00","Short Term","$5,555.91","Yes","$80.91","10/10/2025","","","","","","",""
"META","META PLATFORMS INC A","10/10/2025","10/07/2025","5","$711.67","$718.55","$3,558.36","$3,592.75","$0.00","0%","","$0.00","Short Term","$3,592.75","Yes","$34.39","10/10/2025","","","","","","",""
"META","META PLATFORMS INC A","10/10/2025","10/06/2025","9","$711.67","$712.59","$6,405.04","$6,413.31","$0.00","0%","","$0.00","Short Term","$6,413.31","Yes","$8.27","10/10/2025","","","","","","",""
"META","META PLATFORMS INC A","10/10/2025","07/30/2025","1","$711.67","$760.44","$711.67","$760.44","$0.00","0%","","$0.00","Short Term","$760.44","Yes","$48.77","10/10/2025","","","","","","",""
"AMD","ADVANCED MICRO DEVIC","10/09/2025","10/06/2025","50","$233.12","$222.24","$11,655.99","$11,111.81","$544.18","4.897311959078%","","$544.18","Short Term","$11,111.81","No","","10/09/2025","","","","","","",""
"CRWV","COREWEAVE INC A","10/09/2025","10/08/2025","100","$139.60","$139.70","$13,959.98","$13,970.12","$0.00","0%","","$0.00","Short Term","$13,970.12","Yes","$10.14","10/09/2025","","","","","","",""
"GOOG","ALPHABET INC C","10/09/2025","10/01/2025","30","$240.56","$245.68","$7,216.80","$7,370.27","-$153.47","-2.082284638148%","","-$153.47","Short Term","$7,370.27","No","","10/09/2025","","","","","","",""
"ORCL","ORACLE CORP","10/09/2025","10/08/2025","9","$288.89","$287.84","$2,599.98","$2,590.56","$9.42","0.363627941449%","","$9.42","Short Term","$2,590.56","No","","10/09/2025","","","","","","",""
"ORCL","ORACLE CORP","10/09/2025","09/25/2025","15","$288.89","$291.04","$4,333.31","$4,365.60","$0.00","0%","","$0.00","Short Term","$4,365.60","Yes","$32.29","10/09/2025","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","10/07/2025","09/24/2025","50","$183.74","$174.32","$9,186.99","$8,716.16","$470.83","5.401805382187%","","$470.83","Short Term","$8,716.16","No","","10/07/2025","","","","","","",""
"BMNR","BITMINE IMMERSION TE","10/07/2025","10/02/2025","20","$59.85","$54.86","$1,197.00","$1,097.20","$99.80","9.095880422895%","","$99.80","Short Term","$1,097.20","No","","10/07/2025","","","","","","",""
"BMNR","BITMINE IMMERSION TE","10/07/2025","10/01/2025","19","$59.85","$53.27","$1,137.14","$1,012.13","$125.01","12.351180184364%","","$125.01","Short Term","$1,012.13","No","","10/07/2025","","","","","","",""
"BMNR","BITMINE IMMERSION TE","10/07/2025","09/22/2025","10","$59.85","$61.15","$598.50","$611.50","$0.00","0%","","$0.00","Short Term","$611.50","Yes","$13.00","10/07/2025","","","","","","",""
"INTC","INTEL CORP","10/07/2025","10/01/2025","16","$36.47","$35.21","$583.52","$563.36","$20.16","3.578528827038%","","$20.16","Short Term","$563.36","No","","10/07/2025","","","","","","",""
"MU","MICRON TECHNOLOGY IN","10/07/2025","10/02/2025","24","$184.50","$183.91","$4,428.00","$4,413.84","$14.16","0.320809091403%","","$14.16","Short Term","$4,413.84","No","","10/07/2025","","","","","","",""
"OKLO","OKLO INC A","10/07/2025","09/29/2025","30","$134.80","$116.46","$4,043.99","$3,493.86","$550.13","15.745622320299%","","$550.13","Short Term","$3,493.86","No","","10/07/2025","","","","","","",""
"OKLO","OKLO INC A","10/07/2025","09/19/2025","20","$134.80","$136.55","$2,696.00","$2,731.04","$0.00","0%","","$0.00","Short Term","$2,731.04","Yes","$35.04","10/07/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","10/07/2025","08/20/2025","100","$33.93","$14.36","$3,392.98","$1,435.50","$1,957.48","136.362243120864%","","$1,957.48","Short Term","$1,435.50","No","","10/07/2025","","","","","","",""
"ORCL","ORACLE CORP","10/06/2025","09/25/2025","30","$292.21","$291.04","$8,766.30","$8,731.20","$35.10","0.402006597031%","","$35.10","Short Term","$8,731.20","No","","10/06/2025","","","","","","",""
"ORCL","ORACLE CORP","10/06/2025","09/25/2025","15","$291.95","$291.04","$4,379.25","$4,365.60","$13.65","0.312671797691%","","$13.65","Short Term","$4,365.60","No","","10/06/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","10/06/2025","09/02/2025","100","$32.15","$19.51","$3,214.98","$1,951.42","$1,263.56","64.750796855623%","","$1,263.56","Short Term","$1,951.42","No","","10/06/2025","$1,492.50","$1,722.48","115.409045226131%","","","$1,722.48","115.40904522613064%"
"RGTI","RIGETTI COMPUTING IN","10/06/2025","09/19/2025","9","$38.70","$26.79","$348.26","$241.09","$107.17","44.452279231822%","","$107.17","Short Term","$241.09","No","","10/06/2025","$237.60","$110.66","46.574074074074%","","","$110.66","46.574074074074076%"
"BLSH","BULLISH","10/03/2025","10/01/2025","49","$64.82","$61.53","$3,176.18","$3,014.96","$161.22","5.347334624672%","","$161.22","Short Term","$3,014.96","No","","10/03/2025","","","","","","",""
"BLSH","BULLISH","10/03/2025","09/22/2025","1","$64.82","$66.32","$64.82","$66.32","$0.00","0%","","$0.00","Short Term","$66.32","Yes","$1.50","10/03/2025","","","","","","",""
"CRWV","COREWEAVE INC A","10/03/2025","09/30/2025","39","$132.67","$132.47","$5,174.24","$5,166.36","$7.88","0.15252518214%","","$7.88","Short Term","$5,166.36","No","","10/03/2025","","","","","","",""
"INTC","INTEL CORP","10/03/2025","10/01/2025","80","$36.90","$35.21","$2,951.60","$2,816.79","$134.81","4.785944284096%","","$134.81","Short Term","$2,816.79","No","","10/03/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","10/03/2025","09/24/2025","200","$31.63","$28.64","$6,325.97","$5,727.80","$598.17","10.443276650721%","","$598.17","Short Term","$5,727.80","No","","10/03/2025","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","09/30/2025","09/24/2025","50","$178.09","$174.32","$8,904.43","$8,716.16","$188.27","2.160010830457%","","$188.27","Short Term","$8,716.16","No","","09/30/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","09/30/2025","09/24/2025","300","$24.05","$28.64","$7,214.95","$8,591.70","-$917.83","-10.682751958285%","","-$917.83","Short Term","$8,591.70","Yes","$458.92","09/30/2025","","","","","","",""
"SHOP","SHOPIFY INC CLASS A","09/30/2025","09/25/2025","70","$145.88","$143.25","$10,211.59","$10,027.49","$184.10","1.835952965298%","","$184.10","Short Term","$10,027.49","No","","09/30/2025","","","","","","",""
"SHOP","SHOPIFY INC CLASS A","09/30/2025","09/25/2025","4","$146.19","$143.25","$584.78","$573.00","$11.78","2.055846422339%","","$11.78","Short Term","$573.00","No","","09/30/2025","","","","","","",""
"RGTI","RIGETTI COMPUTING IN","09/25/2025","09/19/2025","90","$30.13","$26.79","$2,711.68","$2,410.94","$300.74","12.473972807287%","","$300.74","Short Term","$2,410.94","No","","09/25/2025","$4,951.80","$471.57","9.523203683509%","","","$471.57","9.523203683509026%"
"RGTI","RIGETTI COMPUTING IN","09/25/2025","09/19/2025","90","$30.13","$28.62","$2,711.69","$2,575.80","$135.89","5.275642518829%","","$135.89","Short Term","$2,575.80","No","","09/25/2025","$4,951.80","$471.57","9.523203683509%","","","$471.57","9.523203683509026%"
"UNH","UNITEDHEALTH GROUP I","09/25/2025","09/18/2025","44","$349.34","$343.70","$15,371.06","$15,122.80","$248.26","1.641627211892%","","$248.26","Short Term","$15,122.80","No","","09/25/2025","","","","","","",""
"UNH","UNITEDHEALTH GROUP I","09/25/2025","09/09/2025","5","$349.34","$348.29","$1,746.71","$1,741.46","$5.25","0.301471179355%","","$5.25","Short Term","$1,741.46","No","","09/25/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","09/23/2025","09/15/2025","100","$86.89","$84.00","$8,689.49","$8,399.77","$289.72","3.449142059842%","","$289.72","Short Term","$8,399.77","No","","09/23/2025","","","","","","",""
"META","META PLATFORMS INC A","09/23/2025","09/10/2025","20","$764.00","$763.99","$15,280.00","$15,279.80","$0.20","0.001308917656%","","$0.20","Short Term","$15,279.80","No","","09/23/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","09/22/2025","09/02/2025","100","$24.94","$14.93","$2,494.36","$1,492.50","$1,001.86","67.126298157454%","","$1,001.86","Short Term","$1,492.50","No","","09/22/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","09/22/2025","08/22/2025","100","$24.94","$15.11","$2,494.37","$1,510.81","$983.56","65.101501843382%","","$983.56","Short Term","$1,510.81","No","","09/22/2025","","","","","","",""
"RGTI","RIGETTI COMPUTING IN","09/22/2025","09/19/2025","110","$26.67","$28.62","$2,933.68","$3,148.20","-$214.52","-6.81405247443%","","-$214.52","Short Term","$3,148.20","No","","09/22/2025","","","","","","",""
"RGTI","RIGETTI COMPUTING IN","09/19/2025","09/19/2025","300","$28.23","$28.62","$8,469.54","$8,586.00","-$19.41","-0.22606568833%","","-$19.41","Short Term","$8,586.00","Yes","$97.05","09/19/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","09/18/2025","08/22/2025","100","$23.94","$15.11","$2,393.98","$1,510.81","$883.17","58.456721890906%","","$883.17","Short Term","$1,510.81","No","","09/18/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","09/18/2025","08/04/2025","200","$23.94","$16.96","$4,787.97","$3,392.00","$1,395.97","41.154775943396%","","$1,395.97","Short Term","$3,392.00","No","","09/18/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","09/16/2025","09/15/2025","100","$87.22","$84.00","$8,722.48","$8,399.78","$322.70","3.841767284381%","","$322.70","Short Term","$8,399.78","No","","09/16/2025","","","","","","",""
"GOOG","ALPHABET INC C","09/16/2025","04/22/2025","30","$250.14","$150.87","$7,504.15","$4,526.10","$2,978.05","65.79726475332%","","$2,978.05","Short Term","$4,526.10","No","","09/16/2025","","","","","","",""
"GOOG","ALPHABET INC C","09/16/2025","04/07/2025","20","$250.14","$148.34","$5,002.77","$2,966.80","$2,035.97","68.625117972226%","","$2,035.97","Short Term","$2,966.80","No","","09/16/2025","","","","","","",""
"GOOG","ALPHABET INC C","09/16/2025","02/24/2025","50","$250.14","$182.16","$12,506.92","$9,107.75","$3,399.17","37.32173149241%","","$3,399.17","Short Term","$9,107.75","No","","09/16/2025","","","","","","",""
"UNH","UNITEDHEALTH GROUP I","09/15/2025","09/09/2025","45","$348.86","$348.29","$15,698.69","$15,673.12","$25.57","0.16314556387%","","$25.57","Short Term","$15,673.12","No","","09/15/2025","","","","","","",""
"GOOG","ALPHABET INC C","09/11/2025","02/20/2025","50","$240.00","$185.51","$11,999.92","$9,275.45","$2,724.47","29.372914521667%","","$2,724.47","Short Term","$9,275.45","No","","09/11/2025","","","","","","",""
"GOOG","ALPHABET INC C","09/11/2025","02/19/2025","50","$240.00","$186.69","$11,999.93","$9,334.50","$2,665.43","28.554609245273%","","$2,665.43","Short Term","$9,334.50","No","","09/11/2025","","","","","","",""
"TTD","THE TRADE DESK INC A","09/10/2025","08/22/2025","99","$46.72","$53.41","$4,625.27","$5,287.59","-$662.32","-12.525933364728%","","-$662.32","Short Term","$5,287.59","No","","09/10/2025","$13,383.48","-$1,703.49","-12.728303849223%","-$6.69","-12.525744242651191%","-$1,696.80","-12.729115451006637%"
"TTD","THE TRADE DESK INC A","09/10/2025","04/09/2025","50","$46.72","$54.03","$2,336.00","$2,701.48","$0.00","0%","","$0.00","Short Term","$2,701.48","Yes","$365.48","09/10/2025","$13,383.48","-$1,703.49","-12.728303849223%","-$6.69","-12.525744242651191%","-$1,696.80","-12.729115451006637%"
"TTD","THE TRADE DESK INC A","09/10/2025","01/24/2025","50","$46.72","$91.41","$2,336.00","$4,570.31","-$2,234.31","-48.887493408543%","","-$2,234.31","Short Term","$4,570.31","No","","09/10/2025","$13,383.48","-$1,703.49","-12.728303849223%","-$6.69","-12.525744242651191%","-$1,696.80","-12.729115451006637%"
"TTD","THE TRADE DESK INC A","09/10/2025","01/18/2025","50","$46.72","$83.97","$2,336.00","$4,198.30","-$1,862.30","-44.358430793416%","","-$1,862.30","Short Term","$4,198.30","No","","09/10/2025","$13,383.48","-$1,703.49","-12.728303849223%","-$6.69","-12.525744242651191%","-$1,696.80","-12.729115451006637%"
"TTD","THE TRADE DESK INC A","09/10/2025","08/27/2024","1","$46.72","$55.90","$46.72","$55.90","-$9.18","-16.422182468694%","-$9.18","","Long Term","$55.90","No","","09/10/2025","$13,383.48","-$1,703.49","-12.728303849223%","-$6.69","-12.525744242651191%","-$1,696.80","-12.729115451006637%"
"AMD","ADVANCED MICRO DEVIC","09/05/2025","08/21/2025","49","$150.71","$166.58","$7,384.78","$8,162.43","-$777.65","-9.527187369448%","","-$777.65","Short Term","$8,162.43","No","","09/05/2025","$8,114.50","-$579.01","-7.135498182266%","","","-$579.01","-7.135498182266313%"
"AMD","ADVANCED MICRO DEVIC","09/05/2025","07/29/2025","1","$150.71","$175.93","$150.71","$175.93","-$25.22","-14.335246973228%","","-$25.22","Short Term","$175.93","No","","09/05/2025","$8,114.50","-$579.01","-7.135498182266%","","","-$579.01","-7.135498182266313%"
"AMD","ADVANCED MICRO DEVIC","09/04/2025","09/02/2025","49","$161.61","$162.29","$7,918.88","$7,952.21","-$33.33","-0.419128770493%","","-$33.33","Short Term","$7,952.21","No","","09/04/2025","$16,413.11","-$252.13","-1.536150065405%","","","-$252.13","-1.5361500654050328%"
"AMD","ADVANCED MICRO DEVIC","09/04/2025","08/21/2025","50","$161.61","$165.90","$8,080.49","$8,295.00","$0.00","0%","","$0.00","Short Term","$8,295.00","Yes","$214.51","09/04/2025","$16,413.11","-$252.13","-1.536150065405%","","","-$252.13","-1.5361500654050328%"
"AMD","ADVANCED MICRO DEVIC","09/04/2025","07/29/2025","1","$161.61","$175.25","$161.61","$175.25","$0.00","0%","","$0.00","Short Term","$175.25","Yes","$13.64","09/04/2025","$16,413.11","-$252.13","-1.536150065405%","","","-$252.13","-1.5361500654050328%"
"GOOG","ALPHABET INC C","09/04/2025","01/30/2025","70","$227.66","$199.99","$15,936.08","$13,999.30","$1,936.78","13.834834598873%","","$1,936.78","Short Term","$13,999.30","No","","09/04/2025","","","","","","",""
"UBER","UBER TECHNOLOGIES IN","09/04/2025","08/04/2025","4","$91.51","$87.70","$366.05","$350.80","$15.25","4.347206385405%","","$15.25","Short Term","$350.80","No","","09/04/2025","","","","","","",""
"GOOG","ALPHABET INC C","09/03/2025","08/22/2025","20","$229.76","$204.87","$4,595.20","$4,097.46","$497.74","12.147525540213%","","$497.74","Short Term","$4,097.46","No","","09/03/2025","","","","","","",""
"GOOG","ALPHABET INC C","09/03/2025","01/30/2025","30","$229.76","$199.99","$6,892.79","$5,999.70","$893.09","14.885577612214%","","$893.09","Short Term","$5,999.70","No","","09/03/2025","","","","","","",""
"UBER","UBER TECHNOLOGIES IN","09/02/2025","08/04/2025","5","$92.41","$87.70","$462.05","$438.50","$23.55","5.370581527936%","","$23.55","Short Term","$438.50","No","","09/02/2025","","","","","","",""
"UBER","UBER TECHNOLOGIES IN","09/02/2025","08/04/2025","20","$92.41","$88.45","$1,848.20","$1,769.10","$79.10","4.471200045221%","","$79.10","Short Term","$1,769.10","No","","09/02/2025","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","08/29/2025","08/28/2025","50","$92.15","$91.18","$4,607.49","$4,559.00","$48.49","1.063610440886%","","$48.49","Short Term","$4,559.00","No","","08/29/2025","","","","","","",""
"AMD","ADVANCED MICRO DEVIC","08/29/2025","08/21/2025","49","$166.25","$165.90","$8,146.25","$8,129.10","$17.15","0.210970464135%","","$17.15","Short Term","$8,129.10","No","","08/29/2025","","","","","","",""
"AMD","ADVANCED MICRO DEVIC","08/29/2025","07/29/2025","1","$166.25","$175.60","$166.25","$175.60","$0.00","0%","","$0.00","Short Term","$175.60","Yes","$9.35","08/29/2025","","","","","","",""
"UBER","UBER TECHNOLOGIES IN","08/29/2025","08/04/2025","30","$92.04","$88.45","$2,761.20","$2,653.65","$107.55","4.052908258436%","","$107.55","Short Term","$2,653.65","No","","08/29/2025","","","","","","",""
"EDU","NEW ORIENTAL ED & TE ADR","08/28/2025","01/07/2025","100","$47.13","$64.19","$4,713.38","$6,419.50","-$1,706.12","-26.57714775294%","","-$1,706.12","Short Term","$6,419.50","No","","08/28/2025","","","","","","",""
"EDU","NEW ORIENTAL ED & TE ADR","08/28/2025","10/28/2024","200","$47.13","$64.18","$9,426.77","$12,835.98","-$3,409.21","-26.559795200678%","","-$3,409.21","Short Term","$12,835.98","No","","08/28/2025","","","","","","",""
"UBER","UBER TECHNOLOGIES IN","08/28/2025","08/04/2025","50","$95.31","$88.45","$4,765.49","$4,422.75","$342.74","7.749477135267%","","$342.74","Short Term","$4,422.75","No","","08/28/2025","","","","","","",""
"SOFI","SOFI TECHNOLOGIES IN","08/27/2025","07/31/2025","250","$24.75","$22.60","$6,187.46","$5,649.98","$537.48","9.512954028156%","","$537.48","Short Term","$5,649.98","No","","08/27/2025","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","08/13/2025","07/30/2025","500","$18.37","$18.36","$9,184.92","$9,177.50","$7.42","0.080849904658%","","$7.42","Short Term","$9,177.50","No","","08/13/2025","","","","","","",""
"HUBS","HUBSPOT INC","08/08/2025","05/30/2025","5","$452.78","$583.63","$2,263.89","$2,918.16","-$654.27","-22.420634920635%","","-$654.27","Short Term","$2,918.16","No","","08/08/2025","","","","","","",""
"HUBS","HUBSPOT INC","08/08/2025","05/13/2025","30","$452.78","$663.00","$13,583.33","$19,890.00","-$2,102.22","-10.569230769231%","","-$2,102.22","Short Term","$19,890.00","Yes","$4,204.45","08/08/2025","","","","","","",""
"TEAM","ATLASSIAN CORP A","08/08/2025","06/04/2025","50","$168.62","$211.40","$8,430.99","$10,570.00","-$2,139.01","-20.236613055818%","","-$2,139.01","Short Term","$10,570.00","No","","08/08/2025","","","","","","",""
"TTD","THE TRADE DESK INC A","08/08/2025","04/09/2025","150","$59.18","$54.03","$8,876.98","$8,104.44","$772.54","9.532305748454%","","$772.54","Short Term","$8,104.44","No","","08/08/2025","","","","","","",""
"PLTR","PALANTIR TECHNOLOGIE A","08/07/2025","08/04/2025","100","$179.99","$168.40","$17,998.98","$16,840.00","$1,158.98","6.882304038005%","","$1,158.98","Short Term","$16,840.00","No","","08/07/2025","","","","","","",""
"RGTI","RIGETTI COMPUTING IN","08/07/2025","07/31/2025","200","$15.56","$15.02","$3,111.99","$3,004.00","$107.99","3.594873501997%","","$107.99","Short Term","$3,004.00","No","","08/07/2025","","","","","","",""
"RGTI","RIGETTI COMPUTING IN","08/07/2025","07/31/2025","100","$15.64","$15.02","$1,564.48","$1,502.00","$62.48","4.159786950732%","","$62.48","Short Term","$1,502.00","No","","08/07/2025","","","","","","",""
"SOFI","SOFI TECHNOLOGIES IN","08/07/2025","08/04/2025","200","$21.97","$21.42","$4,394.87","$4,283.04","$111.83","2.610995928126%","","$111.83","Short Term","$4,283.04","No","","08/07/2025","","","","","","",""
"TTD","THE TRADE DESK INC A","08/07/2025","03/24/2025","100","$62.74","$58.80","$6,274.04","$5,880.00","$394.04","6.701360544218%","","$394.04","Short Term","$5,880.00","No","","08/07/2025","$14,078.50","$1,606.59","11.411656071314%","","","$1,606.59","11.411656071314415%"
"TTD","THE TRADE DESK INC A","08/07/2025","03/17/2025","100","$62.74","$56.45","$6,274.03","$5,645.00","$629.03","11.143135518158%","","$629.03","Short Term","$5,645.00","No","","08/07/2025","$14,078.50","$1,606.59","11.411656071314%","","","$1,606.59","11.411656071314415%"
"TTD","THE TRADE DESK INC A","08/07/2025","01/03/2025","50","$62.74","$93.30","$3,137.02","$4,664.82","$0.00","0%","","$0.00","Short Term","$4,664.82","Yes","$1,527.80","08/07/2025","$14,078.50","$1,606.59","11.411656071314%","","","$1,606.59","11.411656071314415%"
"TTD","THE TRADE DESK INC A","08/01/2025","01/03/2025","50","$82.38","$120.38","$4,118.99","$6,018.80","$0.00","0%","","$0.00","Short Term","$6,018.80","Yes","$1,899.81","08/01/2025","","","","","","",""
"TTD","THE TRADE DESK INC A","08/01/2025","08/06/2024","1","$82.38","$84.87","$82.38","$84.87","$0.00","0%","","$0.00","Short Term","$84.87","Yes","$2.49","08/01/2025","","","","","","",""
"UAL","UNITED AIRLINES HLDG","08/01/2025","06/23/2025","50","$83.50","$78.71","$4,174.89","$3,935.50","$239.39","6.082835726083%","","$239.39","Short Term","$3,935.50","No","","08/01/2025","","","","","","",""
"UAL","UNITED AIRLINES HLDG","08/01/2025","06/13/2025","100","$83.50","$74.42","$8,349.78","$7,442.00","$907.78","12.198065036281%","","$907.78","Short Term","$7,442.00","No","","08/01/2025","","","","","","",""
"UAL","UNITED AIRLINES HLDG","08/01/2025","06/06/2025","150","$83.50","$81.90","$12,524.68","$12,285.00","$239.68","1.950997150997%","","$239.68","Short Term","$12,285.00","No","","08/01/2025","","","","","","",""
"NVDA","NVIDIA CORP","07/24/2025","07/15/2025","70","$172.29","$170.40","$12,060.30","$11,928.00","$132.30","1.109154929577%","","$132.30","Short Term","$11,928.00","No","","07/24/2025","","","","","","",""
"GOOG","ALPHABET INC C","07/03/2025","06/24/2025","20","$179.93","$168.96","$3,598.59","$3,379.20","$219.39","6.492365056818%","","$219.39","Short Term","$3,379.20","No","","07/03/2025","","","","","","",""
"GOOG","ALPHABET INC C","07/03/2025","05/22/2025","50","$179.93","$171.02","$8,996.47","$8,551.00","$445.47","5.209566132616%","","$445.47","Short Term","$8,551.00","No","","07/03/2025","","","","","","",""
"PLTR","PALANTIR TECHNOLOGIE A","07/01/2025","04/14/2025","90","$129.81","$90.65","$11,682.85","$8,158.50","$3,524.35","43.198504627076%","","$3,524.35","Short Term","$8,158.50","No","","07/01/2025","","","","","","",""
"UAL","UNITED AIRLINES HLDG","06/09/2025","06/06/2025","150","$83.55","$81.90","$12,532.48","$12,285.00","$247.48","2.014489214489%","","$247.48","Short Term","$12,285.00","No","","06/09/2025","","","","","","",""
"COIN","COINBASE GLOBAL INC A","06/06/2025","05/12/2025","5","$252.75","$206.88","$1,263.75","$1,034.40","$229.35","22.172273781903%","","$229.35","Short Term","$1,034.40","No","","06/06/2025","$8,275.20","$1,834.79","22.172152938902%","","","$1,834.79","22.172152938901775%"
"COIN","COINBASE GLOBAL INC A","06/06/2025","02/20/2025","35","$252.75","$209.28","$8,846.24","$7,324.92","$1,521.32","20.769100549904%","","$1,521.32","Short Term","$7,324.92","No","","06/06/2025","$8,275.20","$1,834.79","22.172152938902%","","","$1,834.79","22.172152938901775%"
"PLTR","PALANTIR TECHNOLOGIE A","06/06/2025","06/06/2025","100","$124.30","$123.34","$12,429.98","$12,334.00","$95.98","0.778174152749%","","$95.98","Short Term","$12,334.00","No","","06/06/2025","","","","","","",""
"PLTR","PALANTIR TECHNOLOGIE A","06/06/2025","06/06/2025","100","$124.34","$123.34","$12,434.48","$12,334.00","$100.48","0.814658667099%","","$100.48","Short Term","$12,334.00","No","","06/06/2025","","","","","","",""
"SHOP","SHOPIFY INC A","05/30/2025","05/27/2025","200","$104.89","$103.50","$20,977.97","$20,700.00","$277.97","1.342850241546%","","$277.97","Short Term","$20,700.00","No","","05/30/2025","","","","","","",""
"COIN","COINBASE GLOBAL INC A","05/29/2025","02/25/2025","10","$251.82","$210.70","$2,518.20","$2,107.00","$411.20","19.515899383009%","","$411.20","Short Term","$2,107.00","No","","05/29/2025","$8,313.40","$1,759.39","21.163302619867%","","","$1,759.39","21.163302619866734%"
"COIN","COINBASE GLOBAL INC A","05/29/2025","02/20/2025","30","$251.82","$209.28","$7,554.59","$6,278.50","$1,276.09","20.324759098511%","","$1,276.09","Short Term","$6,278.50","No","","05/29/2025","$8,313.40","$1,759.39","21.163302619867%","","","$1,759.39","21.163302619866734%"
"COIN","COINBASE GLOBAL INC A","05/19/2025","02/25/2025","15","$259.00","$210.70","$3,884.99","$3,160.50","$724.49","22.923271634235%","","$724.49","Short Term","$3,160.50","No","","05/19/2025","$16,529.40","$2,895.59","17.51781673866%","","","$2,895.59","17.5178167386596%"
"COIN","COINBASE GLOBAL INC A","05/19/2025","02/21/2025","25","$259.00","$235.80","$6,475.00","$5,895.00","$580.00","9.838846480068%","","$580.00","Short Term","$5,895.00","No","","05/19/2025","$16,529.40","$2,895.59","17.51781673866%","","","$2,895.59","17.5178167386596%"
"COIN","COINBASE GLOBAL INC A","05/19/2025","02/20/2025","5","$259.00","$253.50","$1,295.00","$1,267.50","$27.50","2.169625246548%","","$27.50","Short Term","$1,267.50","No","","05/19/2025","$16,529.40","$2,895.59","17.51781673866%","","","$2,895.59","17.5178167386596%"
